image_path,arm_type,angle,label
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_001.jpg,left,153.12241403131023,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_002.jpg,left,157.3183630602378,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_003.jpg,left,151.36077972870567,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_004.jpg,left,150.68114976325498,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_005.jpg,left,150.63943538619264,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_006.jpg,left,149.3667635819263,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_007.jpg,left,150.620247612635,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_008.jpg,left,153.27693025794028,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_009.jpg,left,151.7039096078233,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_010.jpg,left,147.6526304356025,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_011.jpg,left,157.55669282534498,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_012.jpg,left,161.02643269246525,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_013.jpg,left,158.0160722646106,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_014.jpg,left,153.0443538504591,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_015.jpg,left,156.15644964771536,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_016.jpg,left,156.84104223151635,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_017.jpg,left,154.20974278424353,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_018.jpg,left,161.916049512161,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_019.jpg,left,156.64404459441857,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_020.jpg,left,150.4763557930201,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_021.jpg,left,146.74185177170546,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_022.jpg,left,160.20642801266226,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_023.jpg,left,158.41804699409613,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_024.jpg,left,152.22658876545978,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_025.jpg,left,149.93757149968775,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_026.jpg,left,146.97409425787848,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_027.jpg,left,146.11891219550648,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_028.jpg,left,149.5354987562595,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_029.jpg,left,151.03047473921634,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_030.jpg,left,155.0107513059532,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_031.jpg,left,155.29743373479994,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_032.jpg,left,153.24615783139706,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_033.jpg,left,150.8797916542719,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_034.jpg,left,150.13695499083147,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_035.jpg,left,150.92579174267058,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_036.jpg,left,152.60483979757177,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_037.jpg,left,153.26985255120334,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_038.jpg,left,153.0729480218111,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_039.jpg,left,154.45206441191968,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_040.jpg,left,155.56594105231983,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_041.jpg,left,155.89548672722316,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_042.jpg,left,157.26158308619137,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_043.jpg,left,156.63678676750663,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_044.jpg,left,157.14367631315346,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_045.jpg,left,152.366624311093,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_046.jpg,left,152.24238476885103,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_047.jpg,left,156.66524643782267,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_048.jpg,left,156.46362081761404,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_049.jpg,left,150.836263716558,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_050.jpg,left,139.37212821693046,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_051.jpg,left,162.69260235774064,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_052.jpg,left,161.58018209762696,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_053.jpg,left,164.42180098314262,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_054.jpg,left,163.68645189202363,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_055.jpg,left,162.81188101450175,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_056.jpg,left,162.00169107992247,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_057.jpg,left,160.75904022793083,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_058.jpg,left,161.43238201297652,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_059.jpg,left,162.07553552846292,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_060.jpg,left,158.68617229117189,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_061.jpg,left,157.77398746961822,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_062.jpg,left,153.11180224282157,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_063.jpg,left,151.91847827510438,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_064.jpg,left,154.14197639421099,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_065.jpg,left,158.03835904821017,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_066.jpg,left,163.9934405621474,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_067.jpg,left,161.17489148606603,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_068.jpg,left,160.9783791434277,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_069.jpg,left,160.73014601679162,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_070.jpg,left,154.26418708383164,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_071.jpg,left,150.79667546407768,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_072.jpg,left,147.93081276902296,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_073.jpg,left,152.7849513437601,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_074.jpg,left,157.66226796069054,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_075.jpg,left,161.41229808761082,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_076.jpg,left,164.44225545883702,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_077.jpg,left,160.6816703133189,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_078.jpg,left,157.48126821208334,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_079.jpg,left,162.02081214091365,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_080.jpg,left,164.30905073858017,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_081.jpg,left,163.98285881930104,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_082.jpg,left,164.04039624124516,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_083.jpg,left,164.9514981813479,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_084.jpg,left,164.71147083375857,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_085.jpg,left,164.89455530834869,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_086.jpg,left,167.8053896206695,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_087.jpg,left,168.05185367530177,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_088.jpg,left,164.3866800079173,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_089.jpg,left,162.17983211242546,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_090.jpg,left,161.668029252716,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_091.jpg,left,161.81920870277386,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_092.jpg,left,159.888772400283,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_093.jpg,left,172.84937918854837,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_094.jpg,left,179.9174983123297,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_095.jpg,left,177.04437034997775,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_096.jpg,left,179.47813582200158,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_097.jpg,left,179.76577326379038,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_098.jpg,left,177.2806159408027,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_099.jpg,left,177.46977974256046,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_100.jpg,left,177.74257453974627,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_101.jpg,left,178.1300106335492,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_102.jpg,left,177.61295357002717,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_103.jpg,left,177.5231352747988,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_104.jpg,left,176.54064996642387,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_105.jpg,left,176.04357713983495,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_106.jpg,left,168.05803263068015,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_107.jpg,left,171.03031651354357,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_108.jpg,left,175.72676659892653,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_109.jpg,left,176.7431647581434,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_110.jpg,left,176.66949007071133,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_111.jpg,left,176.43734959911575,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_112.jpg,left,179.63153121266458,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_113.jpg,left,166.9462365695585,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_114.jpg,left,172.25501365437265,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_115.jpg,left,171.54367169188637,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_116.jpg,left,170.9780230597032,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_117.jpg,left,170.37936787626356,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_118.jpg,left,172.50561750833447,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_119.jpg,left,175.26210521193656,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_120.jpg,left,171.53750481002848,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_121.jpg,left,174.75655333956388,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_122.jpg,left,174.80844406177266,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_123.jpg,left,175.68508305914588,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_124.jpg,left,177.4709759352562,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_125.jpg,left,175.2537023817999,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_126.jpg,left,175.17436037825627,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_127.jpg,left,178.5998189418483,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_128.jpg,left,177.43209449059952,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_129.jpg,left,171.8418166829375,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_130.jpg,left,174.58957133401066,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_131.jpg,left,173.54825110230536,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_132.jpg,left,175.26241112645042,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_133.jpg,left,174.76532530832506,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_134.jpg,left,171.35888997663375,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_135.jpg,left,172.15466362650992,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_136.jpg,left,170.21806647389525,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_137.jpg,left,165.70822717726335,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_138.jpg,left,167.3641687852951,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_139.jpg,left,170.07616615763055,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_140.jpg,left,170.08178878791153,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_141.jpg,left,170.75158345212236,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_142.jpg,left,170.2511260322173,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_143.jpg,left,169.61054325014547,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_144.jpg,left,170.517419339296,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_145.jpg,left,170.26073410763001,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_146.jpg,left,171.22419201698514,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_147.jpg,left,172.63158467979085,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_148.jpg,left,172.04281126780046,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_149.jpg,left,171.7586022541436,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_150.jpg,left,171.11468062107127,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_151.jpg,left,168.64266560864266,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_152.jpg,left,168.19770083249782,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_153.jpg,left,168.20997893803187,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_154.jpg,left,168.16326791138917,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_155.jpg,left,167.238374867724,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_156.jpg,left,162.78342315463132,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_157.jpg,left,165.93194892694987,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_158.jpg,left,164.99762738447677,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_159.jpg,left,162.82767523666914,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_160.jpg,left,161.99425641680176,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_161.jpg,left,163.48127802669416,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_162.jpg,left,163.78725987305552,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_163.jpg,left,161.96305656644574,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_164.jpg,left,158.20930311916746,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_165.jpg,left,157.68847109975897,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_166.jpg,left,158.69380059903202,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_167.jpg,left,159.045986102013,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_168.jpg,left,158.42037332177108,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_169.jpg,left,160.50110589497126,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_170.jpg,left,161.45700778921218,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_171.jpg,left,161.66910998965514,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_172.jpg,left,161.68266354635452,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_173.jpg,left,162.69904254582372,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_174.jpg,left,161.71568851335218,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_175.jpg,left,162.18540756376672,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_176.jpg,left,161.54972576354328,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_177.jpg,left,161.98309005429,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_178.jpg,left,162.25304911493055,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_179.jpg,left,161.3397212003045,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_180.jpg,left,159.86562585519374,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_181.jpg,left,160.2721610476781,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_182.jpg,left,159.92025752493274,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_183.jpg,left,159.01206204192584,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_184.jpg,left,158.86090215551326,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_185.jpg,left,157.78979681534062,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_186.jpg,left,159.04583661067332,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_187.jpg,left,150.6118354424468,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_188.jpg,left,155.88228785762993,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_189.jpg,left,162.40916316996214,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_190.jpg,left,163.37177776042589,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_191.jpg,left,160.51024856065692,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_192.jpg,left,158.43571931959147,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_193.jpg,left,158.79025751299102,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_194.jpg,left,159.2434409461547,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_195.jpg,left,159.74380650133583,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_196.jpg,left,159.68208899309403,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_197.jpg,left,159.8434240516612,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_198.jpg,left,157.46080418602645,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_199.jpg,left,159.1513103876452,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_200.jpg,left,159.23723157528252,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_201.jpg,left,159.0958877684026,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_202.jpg,left,158.7141405922203,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_203.jpg,left,158.66659083555717,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_204.jpg,left,154.59677482388292,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_205.jpg,left,155.6981697145387,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_206.jpg,left,154.50294134971193,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_207.jpg,left,155.18719084272922,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_208.jpg,left,158.08614315310132,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_209.jpg,left,162.11625800973306,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_210.jpg,left,167.62854488709092,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_211.jpg,left,169.83190412633985,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_212.jpg,left,172.66738902869326,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_213.jpg,left,176.49434065624718,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_214.jpg,left,175.1063004999486,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_215.jpg,left,174.09493562603828,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_216.jpg,left,176.69428510067397,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_217.jpg,left,177.02072889139876,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_218.jpg,left,174.70519374589526,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_219.jpg,left,168.27045980890622,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_220.jpg,left,171.83990451518758,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_221.jpg,left,177.3137626869389,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_222.jpg,left,179.6563985343964,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_223.jpg,left,175.0941028913379,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_224.jpg,left,174.64876481427683,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_225.jpg,left,178.93924009922316,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_226.jpg,left,179.95238905641867,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_227.jpg,left,176.52430996549992,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_228.jpg,left,178.20952129941955,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_229.jpg,left,176.532458444257,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_230.jpg,left,155.56822560873402,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_231.jpg,left,162.13985424649525,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_232.jpg,left,148.07808142451165,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_233.jpg,left,152.63963421578947,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_234.jpg,left,159.98578248086443,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_235.jpg,left,179.42765351159855,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_236.jpg,left,169.75955062897285,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_237.jpg,left,157.0672638115734,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_238.jpg,left,156.721701338073,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_239.jpg,left,159.63226856263475,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_240.jpg,left,158.84192957378718,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_241.jpg,left,160.2674318321172,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_242.jpg,left,161.47374314209736,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_243.jpg,left,163.48219206345962,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_244.jpg,left,169.23870593276675,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_245.jpg,left,163.75789368101044,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_246.jpg,left,152.61164336305623,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_247.jpg,left,153.14190100723488,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_248.jpg,left,161.0701905625209,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_249.jpg,left,162.32526844170238,illegal
