image_path,arm_type,label
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_292.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_293.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_294.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_295.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_296.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_297.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_298.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_299.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_300.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_301.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_302.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_303.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_304.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_305.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_306.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_307.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_308.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_309.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_310.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_311.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_312.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_313.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_314.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_315.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_316.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_317.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_318.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_319.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_320.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_321.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_322.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_323.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_324.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_325.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_326.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_327.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_328.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_329.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_330.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_331.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_332.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_333.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_334.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_335.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_336.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_337.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_338.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_339.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_340.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_341.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_342.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_343.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_344.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_345.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_346.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_347.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_348.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_349.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_350.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_351.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_352.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_353.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_354.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_355.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_356.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_357.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_358.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_359.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_360.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_361.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_362.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_363.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_364.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_365.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_366.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_367.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_368.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_369.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_370.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_371.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_372.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_373.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_374.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_375.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_376.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_377.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_378.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_379.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_380.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_381.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_382.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_383.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_384.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_385.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_386.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_387.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_388.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_389.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_390.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_391.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_392.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_393.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_394.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_395.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_396.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_397.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_398.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_399.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_400.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_401.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_402.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_403.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_404.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_405.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_406.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_407.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_408.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_409.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_410.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_411.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_412.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_413.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_414.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_415.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_416.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_417.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_418.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_419.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_420.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_421.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_422.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_423.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_424.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_425.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_426.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_427.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_428.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_429.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_430.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_431.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_432.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_433.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_434.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_435.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_436.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_437.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_438.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_439.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_440.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_441.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_442.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_443.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_444.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_445.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_446.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_447.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_448.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_449.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_450.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_451.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_452.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_453.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_454.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_455.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_456.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_457.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_458.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_459.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_460.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_461.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_462.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_463.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_464.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_465.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_466.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_illegal_467.jpg,left,illegal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_001.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_002.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_003.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_004.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_005.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_006.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_007.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_008.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_009.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_010.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_011.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_012.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_013.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_014.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_015.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_016.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_017.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_018.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_019.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_020.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_021.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_022.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_023.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_024.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_025.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_026.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_027.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_028.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_029.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_030.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_031.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_032.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_033.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_034.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_035.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_036.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_037.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_038.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_039.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_040.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_041.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_042.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_043.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_044.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_045.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_046.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_047.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_048.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_049.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_050.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_051.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_052.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_053.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_054.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_055.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_056.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_057.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_058.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_059.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_060.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_061.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_062.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_063.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_064.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_065.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_066.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_067.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_068.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_069.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_070.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_071.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_072.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_073.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_074.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_075.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_076.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_077.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_078.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_079.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_080.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_081.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_082.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_083.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_084.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_085.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_086.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_087.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_088.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_089.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_090.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_091.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_092.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_093.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_094.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_095.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_096.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_097.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_098.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_099.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_100.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_101.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_102.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_103.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_104.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_105.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_106.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_107.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_108.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_109.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_110.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_111.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_112.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_113.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_114.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_115.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_116.jpg,left,legal
E:\FYP2\Match-Mate-1\ActionTrack\dataset\images\left_Legal_117.jpg,left,legal
